10286
311	280	240	180	
312	160	1380	160	
313	220	960	80	
314	1260	1380	60	
315	700	140	180	
316	1180	1320	60	
317	900	1300	0	
318	700	1100	40	
319	760	0	40	
320	120	920	140	
321	1240	980	200	
322	700	180	200	
323	60	900	120	
324	1120	1020	160	
325	520	860	80	
326	80	360	40	
327	200	20	20	
328	740	1280	20	
329	600	1380	140	
330	480	800	0	
331	720	400	100	
332	880	1180	120	
333	860	800	140	
334	700	340	140	
335	1380	120	160	
336	720	200	100	
337	1240	940	200	
338	740	1200	40	
339	240	560	140	
340	360	260	40	
341	200	380	100	
342	20	820	100	
343	160	140	100	
344	780	40	80	
345	260	560	120	
346	1320	980	120	
347	180	640	20	
348	1020	700	20	
349	1320	700	60	
350	1040	40	40	
351	160	660	80	
352	1400	1200	80	
353	760	80	60	
354	1300	500	40	
355	1180	420	40	
356	360	1120	40	
357	840	1400	140	
358	280	680	160	
359	1300	820	20	
360	1100	440	20	
361	0	1380	40	
362	60	1140	20	
363	1320	1120	0	
364	700	820	20	
365	900	1180	100	
366	1220	800	0	
367	700	520	40	
368	700	600	180	
369	240	920	0	
370	1380	280	80	
371	1060	620	0	
372	560	680	0	
373	1340	980	160	
374	1200	440	40	
375	1260	1140	0	
376	1160	400	20	
377	1060	1040	120	
378	1280	460	180	
379	400	1140	20	
380	80	320	40	
381	1340	820	0	
382	660	840	200	
383	700	620	100	
384	0	1200	140	
385	40	700	180	
386	1360	20	120	
387	160	920	0	
388	1220	1340	20	
389	480	1200	180	
390	1380	340	180	
391	260	1260	200	
392	960	720	100	
393	560	1100	80	
394	1380	260	20	
395	720	1160	0	
396	420	860	200	
397	1300	1320	180	
398	400	400	140	
399	320	420	60	
400	820	620	200	
401	360	940	120	
402	1320	120	200	
403	720	120	180	
404	1160	140	20	
405	860	1000	140	
406	860	1140	120	
407	320	760	140	
408	20	420	200	
409	80	1060	40	
410	740	140	140	
411	940	1000	60	
412	1360	0	20	
413	760	1140	20	
414	300	1220	200	
415	0	800	200	
416	1160	160	80	
417	260	0	80	
418	380	1340	120	
419	860	380	40	
420	1200	300	20	
421	220	820	20	
422	1140	320	20	
423	1160	440	200	
424	1400	860	0	
425	60	1240	200	
426	120	980	100	
427	340	580	0	
428	700	1000	200	
429	560	780	0	
430	1080	1300	0	
431	1360	1080	140	
432	1200	40	0	
433	440	1300	120	
434	520	700	0	
435	800	640	80	
436	980	920	0	
437	80	160	100	
438	860	1160	20	
439	560	1120	80	
440	1220	400	40	
441	700	1260	80	
442	40	560	200	
443	1300	880	180	
444	720	1120	180	
445	1120	60	120	
446	640	560	0	
447	200	1000	120	
448	1340	200	20	
449	820	1000	40	
450	1040	1200	200	
451	880	1000	0	
452	1240	500	120	
453	240	1200	140	
454	960	1220	160	
455	1380	1140	40	
456	340	1140	80	
457	40	920	120	
458	860	1160	100	
459	500	920	140	
460	1380	1400	180	
461	1360	640	180	
462	820	220	160	
463	480	1220	20	
464	860	680	100	
465	1400	920	20	
466	280	280	120	
467	520	740	120	
468	460	260	160	
469	220	720	60	
470	460	1400	20	
471	540	540	180	
472	1080	820	0	
473	1040	160	160	
474	320	300	80	
475	940	940	120	
476	900	720	100	
477	380	500	180	
478	560	620	100	
479	920	1320	20	
480	1120	980	80	
481	220	560	20	
482	460	520	180	
483	1120	660	80	
484	580	20	60	
485	1260	120	180	
486	60	860	0	
487	360	600	60	
488	60	1140	180	
489	20	120	80	
490	1020	720	180	
491	40	580	200	
492	1320	0	0	
493	860	220	160	
494	1280	360	100	
495	360	600	20	
496	1100	0	40	
497	1080	80	120	
498	840	780	120	
499	300	440	20	
500	1140	260	140	
501	1140	380	120	
502	1400	760	120	
503	980	1300	140	
504	800	1040	140	
505	180	1240	20	
506	760	400	80	
507	160	560	140	
508	1080	420	0	
509	960	1100	180	
510	820	1220	120	
511	260	460	0	
512	220	960	160	
513	1040	1160	140	
514	1260	1100	20	
515	1020	680	60	
516	380	1040	180	
517	260	520	120	
518	200	900	140	
519	820	1360	120	
520	1000	180	40	
521	1120	800	100	
522	40	1220	200	
523	100	1120	100	
524	1140	780	120	
525	560	120	180	
526	60	1340	140	
527	1140	600	80	
528	1060	720	100	
529	900	80	60	
530	920	900	60	
531	500	1080	140	
532	620	220	160	
533	240	40	40	
534	440	500	20	
535	1380	1220	160	
536	1020	440	60	
537	180	340	100	
538	940	840	120	
539	1060	1400	140	
540	200	1080	100	
541	900	360	140	
542	280	60	200	
543	260	340	180	
544	240	380	200	
545	680	920	100	
546	40	1300	40	
547	500	1120	160	
548	480	1340	120	
549	780	760	60	
550	1200	480	80	
551	0	1180	200	
552	340	320	140	
553	720	1220	200	
554	80	160	80	
555	1220	1320	120	
556	700	540	160	
557	960	540	160	
558	1120	980	140	
559	1180	400	20	
560	1120	520	160	
561	1280	300	200	
562	120	240	100	
563	280	880	160	
564	660	140	40	
565	760	740	0	
566	300	1100	120	
567	100	700	60	
568	860	1140	80	
569	160	1020	80	
570	760	320	20	
571	180	720	20	
572	200	460	100	
573	340	220	0	
574	1100	880	200	
575	680	0	100	
576	1060	700	0	
577	800	820	0	
578	600	460	60	
579	1220	1100	180	
580	60	800	20	
581	40	20	40	
582	340	1040	200	
583	300	200	200	
584	300	1180	0	
585	1320	1060	200	
586	480	1340	180	
587	840	220	200	
588	1400	60	80	
589	160	1400	100	
590	1300	340	60	
591	1320	180	0	
592	1020	880	200	
593	560	400	180	
594	300	1200	20	
595	540	820	100	
596	0	960	40	
597	900	600	20	
598	1040	320	180	
599	1040	120	20	
600	940	1260	20	
601	180	1100	160	
602	400	1120	40	
603	20	420	100	
604	1100	1140	80	
605	220	200	20	
606	80	260	60	
607	1100	1220	100	
608	1100	1020	80	
609	980	420	140	
610	620	720	180	
611	580	1220	40	
612	920	1260	60	
613	240	280	160	
614	720	80	60	
615	680	20	40	
616	140	320	100	
617	80	760	0	
618	1080	1060	20	
619	980	900	40	
620	280	480	140	
621	1220	740	0	
622	40	920	160	
623	1400	1380	100	
624	160	840	120	
625	260	340	160	
626	180	340	40	
627	1320	240	160	
628	1000	1060	60	
629	600	60	140	
630	920	1020	120	
631	1160	480	20	
632	1100	200	140	
633	400	0	60	
634	820	340	200	
635	1000	380	0	
636	540	200	60	
637	160	1060	200	
638	980	440	200	
639	1120	1380	120	
640	1240	1040	40	
641	1240	440	40	
642	1040	0	120	
643	220	420	40	
644	1300	620	40	
645	120	880	200	
646	1220	480	60	
647	460	60	100	
648	440	880	140	
649	1340	740	80	
650	140	20	20	
651	80	180	180	
652	360	1140	60	
653	1240	1180	40	
654	960	360	20	
655	180	420	100	
656	1320	800	120	
657	800	520	0	
658	400	580	80	
659	920	1400	0	
660	840	80	140	
661	1080	520	120	
662	320	360	20	
663	920	40	140	
664	100	80	100	
665	1120	1300	0	
666	960	300	0	
667	1140	120	0	
668	20	800	200	
669	280	980	60	
670	280	780	60	
671	540	980	20	
672	600	1340	160	
673	1020	1200	120	
674	980	1040	120	
675	900	120	100	
676	140	800	200	
677	500	600	140	
678	700	440	20	
679	1000	1240	40	
680	1320	1240	140	
681	700	440	140	
682	1100	1100	80	
683	1300	1060	180	
684	1080	800	60	
685	1160	100	120	
686	40	1180	180	
687	580	200	200	
688	320	300	0	
689	1360	760	20	
690	1260	180	100	
691	500	200	100	
692	120	460	20	
693	1300	1180	160	
694	1020	980	60	
695	880	1060	160	
696	1260	900	0	
697	680	240	160	
698	940	1140	160	
699	640	720	200	
700	720	1300	0	
701	1000	500	80	
702	1260	1280	160	
703	60	600	60	
704	760	180	100	
705	1220	40	100	
706	580	880	20	
707	260	600	80	
708	1160	1140	120	
709	620	1380	120	
710	720	680	60	
711	1080	280	40	
712	360	840	120	
713	980	0	60	
714	0	1200	180	
715	1140	380	100	
716	400	820	140	
717	720	1060	140	
718	1100	1360	100	
719	300	1000	80	
720	960	960	200	
721	1260	1380	100	
722	1400	260	140	
723	260	20	140	
724	1160	340	140	
725	120	1160	100	
726	1120	280	60	
727	580	1280	160	
728	220	1100	180	
729	220	240	200	
730	900	520	80	
731	700	1260	20	
732	880	1240	160	
733	20	1220	140	
734	1400	120	100	
735	1100	60	140	
736	920	820	80	
737	940	800	60	
738	520	900	20	
739	1020	60	80	
740	180	60	140	
741	140	1200	140	
742	1020	360	40	
743	1160	460	180	
744	1020	560	80	
745	1380	960	20	
746	880	860	20	
747	520	400	60	
748	720	360	200	
749	560	1380	20	
750	1220	780	120	
751	800	1100	160	
752	1280	860	180	
753	1320	1140	160	
754	140	80	100	
755	380	280	80	
756	720	680	120	
757	180	40	120	
758	980	1180	100	
759	900	940	140	
760	840	860	160	
761	1400	960	60	
762	1140	800	20	
763	1280	860	60	
764	1280	440	160	
765	1180	1000	100	
766	1320	660	200	
767	200	1080	80	
768	320	1280	200	
769	20	1040	120	
770	800	420	80	
771	160	440	100	
772	780	1320	20	
773	1120	880	160	
774	800	200	160	
775	620	1260	180	
776	500	420	60	
777	1120	940	140	
778	1220	80	180	
779	1360	1380	140	
780	500	580	100	
781	820	340	60	
782	720	1020	100	
783	660	980	40	
784	0	400	180	
785	460	240	140	
786	1120	140	200	
787	1100	1100	100	
788	1000	820	120	
789	1320	1280	0	
790	540	520	0	
791	720	480	140	
792	440	720	100	
793	1160	640	60	
794	200	740	60	
795	340	420	160	
796	820	520	0	
797	1100	180	120	
798	1160	180	200	
799	0	460	60	
800	120	940	80	
801	60	560	140	
802	220	500	80	
803	80	1260	20	
804	60	580	180	
805	340	1000	40	
806	20	220	160	
807	1280	840	140	
808	560	20	160	
809	1040	960	100	
810	520	1320	180	
811	680	340	80	
812	1360	1020	80	
813	1400	1020	160	
814	640	1400	40	
815	1320	620	160	
816	1020	540	0	
817	920	140	120	
818	740	1260	100	
819	480	960	200	
820	220	640	100	
821	1340	380	20	
822	320	280	180	
823	80	560	160	
824	200	620	100	
825	220	920	0	
826	740	1240	160	
827	820	1360	200	
828	1000	600	0	
829	1140	200	140	
830	1300	220	180	
831	360	580	180	
832	100	1380	120	
833	700	920	200	
834	760	480	100	
835	180	1280	0	
836	420	1100	80	
837	420	740	200	
838	560	1040	100	
839	1000	40	80	
840	860	920	0	
841	600	100	140	
842	680	1300	0	
843	280	1220	80	
844	1080	540	180	
845	580	280	80	
846	1280	740	140	
847	20	380	200	
848	0	740	140	
849	1200	620	20	
850	1000	1080	160	
851	780	0	0	
852	680	580	80	
853	1400	40	20	
854	260	300	40	
855	440	360	180	
856	1260	560	100	
857	1080	1180	60	
858	380	1220	180	
859	680	780	160	
860	100	1280	180	
861	100	320	120	
862	1060	160	140	
863	960	40	120	
864	1000	1260	160	
865	260	1020	40	
866	40	1080	20	
867	820	200	100	
868	1000	780	40	
869	1260	1280	120	
870	660	40	0	
871	600	1100	180	
872	1220	1240	120	
873	980	180	140	
874	440	780	180	
875	700	580	0	
876	800	1060	60	
877	960	780	140	
878	800	460	100	
879	20	1280	120	
880	560	1340	20	
881	860	1340	20	
882	140	1340	80	
883	720	940	140	
884	460	740	0	
885	540	140	160	
886	280	340	0	
887	1160	940	60	
888	740	100	140	
889	800	980	200	
890	80	520	20	
891	60	160	140	
892	1100	1140	140	
893	60	640	80	
894	600	1360	0	
895	340	360	40	
896	760	1080	160	
897	640	240	60	
898	460	480	40	
899	1040	240	0	
900	860	700	60	
901	1320	940	20	
902	260	680	0	
903	160	400	180	
904	660	200	140	
905	1020	780	120	
906	640	1280	160	
907	1240	740	200	
908	320	620	200	
909	240	40	100	
910	140	1300	160	
911	580	1300	160	
912	860	400	100	
913	180	720	200	
914	780	360	20	
915	260	880	160	
916	1240	180	120	
917	1220	820	200	
918	140	620	200	
919	720	100	60	
920	360	1200	120	
921	200	1400	60	
922	1060	820	100	
923	200	160	180	
924	840	1340	80	
925	580	1140	100	
926	1200	260	100	
927	1000	920	100	
928	880	40	120	
929	600	1080	100	
930	480	860	20	
931	800	1100	80	
932	200	1260	180	
933	1200	20	0	
934	1000	0	20	
935	500	300	180	
936	440	20	140	
937	1400	1040	0	
938	1240	380	180	
939	760	640	0	
940	960	1260	140	
941	240	800	100	
942	1180	1160	40	
943	640	980	140	
944	160	600	40	
945	380	400	200	
946	640	60	160	
947	1400	1040	200	
948	360	180	80	
949	200	1260	80	
950	740	640	140	
951	900	620	180	
952	1020	580	0	
953	700	1260	100	
954	260	120	60	
955	1180	1380	180	
956	1060	400	160	
957	1080	1180	180	
958	1360	1020	20	
959	140	900	120	
960	740	320	200	
961	120	200	160	
962	900	640	120	
963	760	1120	180	
964	580	1300	180	
965	180	740	180	
966	1020	1140	40	
967	1020	1000	20	
968	580	540	100	
969	840	1340	160	
970	1120	1360	80	
971	0	360	200	
972	0	320	140	
973	240	660	60	
974	1180	800	80	
975	880	780	20	
976	240	380	160	
977	40	1120	140	
978	0	60	80	
979	600	860	120	
980	40	120	100	
981	1100	1320	20	
982	60	1000	120	
983	1120	20	0	
984	460	100	200	
985	920	1220	180	
986	600	1000	120	
987	940	1000	100	
988	100	180	140	
989	120	20	100	
990	920	360	20	
991	520	880	100	
992	700	1400	180	
993	200	1180	200	
994	1200	1240	80	
995	540	1060	40	
996	920	1400	180	
997	700	380	200	
998	840	420	20	
999	960	480	140	
1000	1020	220	120	
1001	40	420	120	
1002	1120	520	60	
1003	1180	860	200	
1004	1180	1160	120	
1005	960	700	80	
1006	500	320	180	
1007	580	120	80	
1008	920	560	140	
1009	240	360	80	
1010	80	620	0	
1011	1300	520	160	
1012	720	1360	140	
1013	680	660	160	
1014	1180	920	80	
1015	1140	60	200	
1016	500	1120	140	
1017	720	660	80	
1018	740	640	20	
1019	1360	260	40	
1020	260	1000	200	
1021	1360	360	180	
1022	660	900	100	
1023	1340	1060	120	
1024	540	680	100	
1025	980	360	80	
1026	1240	520	20	
1027	740	320	180	
1028	120	500	80	
1029	1020	0	100	
1030	1140	360	180	
1031	900	1320	160	
1032	1040	480	200	
1033	1100	1340	20	
1034	1000	680	200	
1035	260	1400	120	
1036	920	1340	120	
1037	80	840	0	
1038	280	240	60	
1039	260	1080	120	
1040	1040	400	180	
1041	180	100	20	
1042	1220	1280	160	
1043	680	1000	140	
1044	820	1080	180	
1045	820	0	80	
1046	20	1340	140	
1047	1360	20	160	
1048	360	340	100	
1049	1380	1160	0	
1050	1340	520	100	
1051	440	140	200	
1052	1260	900	80	
1053	40	880	120	
1054	140	460	80	
1055	260	980	120	
1056	840	1080	0	
1057	860	580	60	
1058	720	1120	100	
1059	440	220	160	
1060	1300	440	180	
1061	380	1060	0	
1062	700	1240	20	
1063	440	200	80	
1064	760	1120	200	
1065	1300	1220	40	
1066	740	1360	200	
1067	1380	20	20	
1068	140	1260	100	
1069	1240	1320	180	
1070	1300	200	40	
1071	300	1280	140	
1072	1080	700	20	
1073	600	480	180	
1074	500	1020	120	
1075	20	520	120	
1076	800	560	100	
1077	1400	1220	160	
1078	460	400	60	
1079	340	780	100	
1080	600	220	100	
1081	560	1300	80	
1082	100	60	180	
1083	480	520	200	
1084	1060	240	0	
1085	660	1240	200	
1086	780	220	160	
1087	380	500	100	
1088	1300	1020	100	
1089	380	1220	140	
1090	900	940	180	
1091	1380	120	20	
1092	860	440	20	
1093	1080	300	40	
1094	800	840	0	
1095	600	860	180	
1096	1080	400	0	
1097	600	240	40	
1098	760	200	200	
1099	1400	600	60	
1100	820	640	80	
1101	540	320	120	
1102	1380	140	100	
1103	400	560	100	
1104	580	140	20	
1105	140	200	200	
1106	1240	1380	200	
1107	900	1100	100	
1108	1400	580	20	
1109	460	720	120	
1110	200	480	140	
1111	580	220	40	
1112	1240	740	100	
1113	600	1200	160	
1114	1400	620	20	
1115	1400	180	60	
1116	620	1220	140	
1117	80	1080	100	
1118	1180	300	40	
1119	800	1240	0	
1120	360	1060	60	
1121	1080	1380	160	
1122	220	820	120	
1123	1080	1360	120	
1124	700	480	200	
1125	1340	1340	200	
1126	660	1220	200	
1127	700	140	0	
1128	1300	120	80	
1129	440	200	140	
1130	360	300	0	
1131	1160	560	40	
1132	80	900	60	
1133	260	920	20	
1134	180	920	20	
1135	1340	1160	20	
1136	740	780	120	
1137	20	900	0	
1138	20	60	60	
1139	860	480	40	
1140	780	720	20	
1141	1400	180	180	
1142	100	780	60	
1143	1280	1000	40	
1144	720	540	120	
1145	1100	1240	180	
1146	660	1320	20	
1147	1080	60	0	
1148	780	1080	120	
1149	1060	1320	180	
1150	1040	1160	40	
1151	100	1100	0	
1152	320	840	0	
1153	160	1380	80	
1154	300	860	20	
1155	240	900	140	
1156	1060	160	120	
1157	620	40	120	
1158	520	1340	200	
1159	960	1360	160	
1160	1100	500	20	
1161	1200	960	180	
1162	160	600	120	
1163	40	1320	120	
1164	140	1080	160	
1165	980	1000	60	
1166	0	180	0	
1167	0	80	200	
1168	1380	1180	60	
1169	1060	1360	200	
1170	380	1320	140	
1171	1280	1340	40	
1172	200	840	100	
1173	800	1380	180	
1174	840	500	100	
1175	600	1400	120	
1176	240	1320	180	
1177	1080	1160	160	
1178	1320	1160	80	
1179	660	440	20	
1180	520	500	20	
1181	20	460	20	
1182	1120	1160	0	
1183	60	640	120	
1184	1320	840	180	
1185	200	480	0	
1186	200	1240	0	
1187	1340	780	180	
1188	260	160	100	
1189	460	60	20	
1190	1180	800	160	
1191	420	600	100	
1192	1140	460	0	
1193	1360	880	120	
1194	740	1200	120	
1195	1320	680	160	
1196	160	140	20	
1197	400	1300	120	
1198	620	1380	80	
1199	140	160	80	
1200	520	1320	40	
1201	980	720	100	
1202	540	680	180	
1203	600	160	180	
1204	280	1380	20	
1205	1060	200	140	
1206	720	180	60	
1207	20	720	60	
1208	180	140	140	
1209	1080	620	120	
1210	0	140	200	
1211	1380	0	0	
1212	860	100	140	
1213	560	980	100	
1214	780	1380	60	
1215	80	720	120	
1216	420	480	120	
1217	300	720	200	
1218	980	740	100	
1219	940	740	160	
1220	800	440	60	
1221	1020	1020	60	
1222	400	1320	20	
1223	1320	540	160	
1224	660	1360	80	
1225	780	840	120	
1226	560	340	100	
1227	960	740	60	
1228	0	560	20	
1229	0	520	140	
1230	40	1360	40	
1231	500	1300	140	
1232	580	160	200	
1233	1240	1020	200	
1234	1080	620	140	
1235	960	740	120	
1236	220	1060	80	
1237	1120	1080	120	
1238	860	1400	140	
1239	140	380	0	
1240	60	300	40	
1241	240	1100	40	
1242	720	1020	120	
1243	280	260	200	
1244	880	540	20	
1245	1120	1180	100	
1246	380	40	20	
1247	520	940	0	
1248	1220	860	180	
1249	740	460	20	
1250	340	420	20	
1251	1240	940	80	
1252	720	120	0	
1253	880	60	120	
1254	440	1260	80	
1255	1000	80	20	
1256	640	820	120	
1257	440	1160	120	
1258	1060	1400	180	
1259	0	240	100	
1260	1180	900	120	
1261	1400	760	0	
1262	220	360	80	
1263	220	240	60	
1264	260	140	40	
1265	1320	800	0	
1266	680	1040	60	
1267	920	1060	100	
1268	1020	900	80	
1269	1220	120	160	
1270	1120	740	20	
1271	500	1080	160	
1272	980	0	200	
1273	1400	880	80	
1274	600	1260	160	
1275	380	220	200	
1276	360	1380	0	
1277	1320	760	100	
1278	260	1000	100	
1279	340	420	40	
1280	1240	120	120	
1281	940	220	60	
1282	1020	520	200	
1283	420	200	60	
1284	640	900	200	
1285	1220	220	40	
1286	340	360	200	
1287	1260	20	140	
1288	1220	0	180	
1289	1360	440	80	
1290	1120	1080	160	
1291	400	640	160	
1292	1020	1140	140	
1293	1320	180	80	
1294	240	560	120	
1295	660	340	120	
1296	440	700	100	
1297	280	220	80	
1298	320	1220	180	
1299	1300	480	60	
1300	760	860	60	
1301	440	1200	120	
1302	520	1380	20	
1303	560	0	100	
1304	960	340	100	
1305	820	240	60	
1306	920	120	120	
1307	320	340	60	
1308	400	1180	80	
1309	1040	920	200	
1310	860	160	60	
1311	400	1020	160	
1312	1220	800	40	
1313	460	160	100	
1314	360	1160	60	
1315	540	1060	80	
1316	420	1100	160	
1317	340	980	160	
1318	1320	1040	200	
1319	900	220	80	
1320	140	780	140	
1321	1140	1060	20	
1322	1180	540	200	
1323	520	640	200	
1324	1180	480	40	
1325	320	600	40	
1326	300	140	20	
1327	900	940	80	
1328	460	980	180	
1329	100	1260	60	
1330	580	680	120	
1331	780	800	20	
1332	740	660	20	
1333	1220	840	0	
1334	1280	300	140	
1335	820	40	0	
1336	1400	960	120	
1337	1100	700	200	
1338	400	1200	120	
1339	1360	1100	100	
1340	1000	380	200	
1341	1400	1020	60	
1342	700	680	120	
1343	220	60	140	
1344	580	220	160	
1345	0	760	140	
1346	120	960	20	
1347	420	600	40	
1348	320	1220	200	
1349	1220	1340	60	
1350	660	600	180	
1351	420	540	100	
1352	440	740	0	
1353	480	840	80	
1354	1000	540	80	
1355	1020	500	80	
1356	260	80	40	
1357	1220	740	80	
1358	400	1160	160	
1359	620	340	20	
1360	1060	400	0	
1361	700	800	80	
1362	840	1380	80	
1363	720	1280	140	
1364	1100	1360	20	
1365	1200	1160	140	
1366	1120	640	180	
1367	480	1300	180	
1368	1100	1180	180	
1369	580	300	120	
1370	1200	1140	40	
1371	1360	1280	160	
1372	120	960	40	
1373	1380	240	20	
1374	1040	1400	200	
1375	960	580	160	
1376	260	900	40	
1377	1240	1020	20	
1378	1000	480	20	
1379	20	840	160	
1380	480	1300	20	
1381	480	440	120	
1382	1220	1360	40	
1383	980	740	160	
1384	900	1280	180	
1385	80	160	180	
1386	280	600	0	
1387	620	340	180	
1388	1100	1080	60	
1389	860	1100	40	
1390	360	800	160	
1391	640	480	60	
1392	280	700	80	
1393	280	960	100	
1394	180	100	80	
1395	1080	0	140	
1396	380	160	180	
1397	1400	740	100	
1398	1280	960	0	
1399	20	1300	120	
1400	400	920	20	
1401	740	80	80	
1402	520	40	160	
1403	1360	20	60	
1404	220	160	40	
1405	640	240	140	
1406	1380	700	0	
1407	440	160	40	
1408	880	900	40	
